"Year","bank_id","Model","MES","CoVaR","ACoVaR","Size","Lev","Cost_TI","NPA","DSIB","RWA_TA","WPS","ROE","Acquirer","Target","Type","Distance","MES_pos","ACoVar_pos","CoVar_pos","SIZE_ortho","INSTABILITY","ENDOGENOUS","EXOGENOUS","Model_lag","MES_lag","ACoVar_lag","CoVar_lag","SIZE_lag","Lev_lag","Cost_TI_lag","NPA_lag","DSIB_lag","RWA_TA_lag","WPS_lag","ROE_lag","Type_lag","Acquirer_lag","Target_lag","Distance_lag","IMR_BM4","IMR_BM1","IMR_BM2","IMR_BM3","BM1_lag","BM2_lag","BM3_lag"
2012,"SBM*","BM1",-2.1757337,-2.0783168,-0.3937048,11.00880345,15.14432471,18.607768,3.696196553,0,0.6173589,0.7776543,9.623442,0,0,1,8.304588252,2.1757337,0.3937048,2.0783168,-0.382817920181484,0,0,0,"BM1",2.3564382,0.4454348,2.5256456,-0.410500957846281,14.12653084,20.23334421,2.508998367,0,0.6536589,0.7697015,15.771182,1,0,0,9.471465336,-0.434481464408756,-0.835298867989172,-0.148577141965768,-0.0884997286455618,1,0,0
2013,"SBM*","BM1",-1.2118038,-2.0782927,-0.3815227,11.11591586,15.51812163,16.8381505,4.525008147,0,0.590404,0.7667768,10.001043,0,0,1,6.514175802,1.2118038,0.3815227,2.0782927,-0.367311364352898,0,0,0,"BM1",2.1757337,0.3937048,2.0783168,-0.382817920181484,15.14432471,18.607768,3.696196553,0,0.6173589,0.7776543,9.623442,1,0,0,8.304588252,-0.418748446783081,-0.849406136444046,-0.139814520333933,-0.070137065557438,1,0,0
2014,"SBM*","BM1",-2.4635324,-1.6478278,-0.344407,11.21150067,16.26354495,19.3540022,5.542156594,0,0.5857736,0.7214236,6.175903,0,0,1,6.222585299,2.4635324,0.344407,1.6478278,-0.208316988674361,0,0,0,"BM1",1.2118038,0.3815227,2.0782927,-0.367311364352898,15.51812163,16.8381505,4.525008147,0,0.590404,0.7667768,10.001043,1,0,0,6.514175802,-0.455387381533764,-0.835985637237723,-0.135584921459643,-0.044045509066586,1,0,0
2015,"SBM*","BM1",-1.7991457,-1.9219725,-0.3633001,11.28312136,16.11171941,19.76655743,4.008620593,0,0.5290528,0.7002851,8.623511,0,0,1,12.20094287,1.7991457,0.3633001,1.9219725,-0.00929611389784118,1,1,0,"BM1",2.4635324,0.344407,1.6478278,-0.208316988674361,16.26354495,19.3540022,5.542156594,0,0.5857736,0.7214236,6.175903,1,0,0,6.222585299,-0.416796579088612,-0.843549451106804,-0.186533987613655,-0.0350170511212389,1,0,0
2016,"SBM*","BM1",-1.6159125,-1.9142985,-0.3683264,11.32629468,15.82951486,21.10677547,6.560266616,0,0.4655261,0.6992047,7.034458919,0,1,1,12.37834413,1.6159125,0.3683264,1.9142985,-0.109045289563864,1,1,0,"BM1",1.7991457,0.3633001,1.9219725,-0.00929611389784118,16.11171941,19.76655743,4.008620593,0,0.5290528,0.7002851,8.623511,1,0,0,12.20094287,-0.403198383498161,-0.831602549452718,-0.209099084624704,-0.0969268223032464,1,0,0
2017,"SBM*","BM2",-2.1481268,-1.6858211,-0.3404544,11.39634395,23.41419522,25.00087002,25.68033899,0,0.4347318,0.7062466,-44.37286767,0,1,1,34.29734986,2.1481268,0.3404544,1.6858211,-1.00998078408072,1,1,0,"BM1",1.6159125,0.3683264,1.9142985,-0.109045289563864,15.82951486,21.10677547,6.560266616,0,0.4655261,0.6992047,7.034458919,1,0,1,12.37834413,-0.584899228590346,-0.39836380949438,-0.638435179899768,-0.0000138155243734886,1,0,0
2006,"SBT*","BM1",-3.2144846,-2.548179,-0.547041,10.36918171,23.92698695,23.86561227,3.177345855,0,1.4073974,1.2009394,21.016824,0,0,1,15.95269438,3.2144846,0.547041,2.548179,-0.226413954569258,0,0,0,"BM1",2.7993704,0.5139615,2.0691169,-0.412628123742758,25.55309701,20.79727439,4.292418986,0,1.5670818,1.3133184,24.048675,1,0,0,22.08619213,-0.222961364766525,-0.715278235414814,-0.59610436820093,-0.0296274940283882,1,0,0
2007,"SBT*","BM1",-1.4321603,-2.9075754,-0.544007,10.54516069,23.75407042,21.12657947,2.154914402,0,1.1267357,1.1488596,22.263633,0,0,1,16.41726728,1.4321603,0.544007,2.9075754,-0.0831327826491571,1,0,1,"BM1",3.2144846,0.547041,2.548179,-0.226413954569258,23.92698695,23.86561227,3.177345855,0,1.4073974,1.2009394,21.016824,1,0,0,15.95269438,-0.225149574247249,-0.803666794699188,-0.467668440895903,-0.0332879775635258,1,0,0
2008,"SBT*","BM1",-3.5381669,-4.0116607,-0.6768372,10.68954109,25.54804485,17.73734385,2.007735584,0,0.8419058,1.0648564,23.276891,0,0,1,14.32785046,3.5381669,0.6768372,4.0116607,0.0823414179876168,1,0,1,"BM1",1.4321603,0.544007,2.9075754,-0.0831327826491571,23.75407042,21.12657947,2.154914402,0,1.1267357,1.1488596,22.263633,1,0,0,16.41726728,-0.253586662616735,-0.839875714689167,-0.373071477963667,-0.0523673716077879,1,0,0
2009,"SBT*","BM1",-0.378697,-3.4121614,-0.6471609,10.80671346,21.93471114,17.02154571,1.665131001,0,0.7221315,1.0346786,30.636876,0,0,1,9.32371337,0.378697,0.6471609,3.4121614,0.0198857864395879,1,0,1,"BM1",3.5381669,0.6768372,4.0116607,0.0823414179876168,25.54804485,17.73734385,2.007735584,0,0.8419058,1.0648564,23.276891,1,0,0,14.32785046,-0.259371128230033,-0.868686165742855,-0.306201103951769,-0.0377384685722251,1,0,0
2010,"SBT*","BM1",-1.4148282,-1.9675906,-0.4936385,10.99297003,20.93049236,19.48344199,1.654486569,0,0.6120643,1.0719243,26.88425,0,0,1,4.68731187,1.4148282,0.4936385,1.9675906,0.196208698955485,0,0,0,"BM1",0.378697,0.6471609,3.4121614,0.0198857864395879,21.93471114,17.02154571,1.665131001,0,0.7221315,1.0346786,30.636876,1,0,0,9.32371337,-0.38444335239854,-0.845499503553548,-0.234168823828734,-0.0260052540679831,1,0,0
2011,"SBT*","BM1",-3.0604448,-2.4449325,-0.5059096,11.17010769,20.49249352,18.95533038,1.797331859,0,0.5617671,1.0355987,23.087265,0,0,1,5.54030799,3.0604448,0.5059096,2.4449325,0.295313268930268,0,0,0,"BM1",1.4148282,0.4936385,1.9675906,0.196208698955485,20.93049236,19.48344199,1.654486569,0,0.6120643,1.0719243,26.88425,1,0,0,4.68731187,-0.374207767914046,-0.860307985791891,-0.204763287171375,-0.0215964533793641,1,0,0
2012,"SBT*","BM1",-1.6884201,-2.0121054,-0.4637258,11.36194778,22.24085785,16.44849792,2.65694405,0,0.4291405,1.1074501,13.928422,0,0,1,7.904737507,1.6884201,0.4637258,2.0121054,0.359129229277897,0,0,0,"BM1",3.0604448,0.5059096,2.4449325,0.295313268930268,20.49249352,18.95533038,1.797331859,0,0.5617671,1.0355987,23.087265,1,0,0,5.54030799,-0.376989594694964,-0.861845873325593,-0.191355301588292,-0.0305055584451168,1,0,0
2013,"SBT*","BM1",-1.0302349,-2.0553496,-0.4871177,11.52859531,23.27143677,15.39877299,2.55872908,0,0.4207061,1.1389959,14.944287,0,0,1,10.08452092,1.0302349,0.4871177,2.0553496,0.558064259039942,0,0,0,"BM1",1.6884201,0.4637258,2.0121054,0.359129229277897,22.24085785,16.44849792,2.65694405,0,0.4291405,1.1074501,13.928422,1,0,0,7.904737507,-0.330411444260435,-0.883380241711725,-0.179393858857362,-0.0423292520274677,1,0,0
2014,"SBT*","BM1",-2.428353,-1.6433968,-0.4494192,11.56443021,23.01412717,17.66735889,4.347065638,0,0.4401294,1.0469339,6.808715,0,0,1,7.695728043,2.428353,0.4494192,1.6433968,0.513066238803325,0,0,0,"BM1",1.0302349,0.4871177,2.0553496,0.558064259039942,23.27143677,15.39877299,2.55872908,0,0.4207061,1.1389959,14.944287,1,0,0,10.08452092,-0.335053840556472,-0.873247158114445,-0.20356930559352,-0.050378189888046,1,0,0
2015,"SBT*","BM1",-1.4721702,-1.9415141,-0.4955492,11.56737042,20.10440285,18.19613255,3.371696716,0,0.5152773,0.9654282,6.828578,0,0,1,5.273827949,1.4721702,0.4955492,1.9415141,0.431897004062075,1,1,0,"BM1",2.428353,0.4494192,1.6433968,0.513066238803325,23.01412717,17.66735889,4.347065638,0,0.4401294,1.0469339,6.808715,1,0,0,7.695728043,-0.304098321502309,-0.880124335304116,-0.22954561128423,-0.0330696106103363,1,0,0
2016,"SBT*","BM4",-1.6783099,-1.9285064,-0.4919751,11.64838931,19.01751374,17.69790884,4.77574127,0,0.5353109,1.0019052,5.991626611,0,1,1,11.25253531,1.6783099,0.4919751,1.9285064,0.317249024410214,1,1,0,"BM1",1.4721702,0.4955492,1.9415141,0.431897004062075,20.10440285,18.19613255,3.371696716,0,0.5152773,0.9654282,6.828578,1,0,0,5.273827949,-0.339475083553043,-0.884922245705711,-0.156987099652504,-0.0472700360153326,1,0,0
2017,"SBT*","BM2",-2.5700026,-1.687652,-0.4607941,11.74337513,28.52141966,21.92344913,16.79243305,0,0.4632426,1.0321688,-41.251129,0,1,1,32.97303911,2.5700026,0.4607941,1.687652,0.0588676709453508,1,1,0,"BM4",1.6783099,0.4919751,1.9285064,0.317249024410214,19.01751374,17.69790884,4.77574127,0,0.5353109,1.0019052,5.991626611,1,0,1,11.25253531,-0.604577950657021,-0.491694574206132,-0.546295286636078,-0.0000138155243734886,0,0,0
2006,"SIB","BM1",-2.8914658,-2.5443841,-0.5944705,9.289837555,16.89539668,27.11932156,4.98928541,0,4.9942303,0.4424974,9.287677,0,0,0,13.10387635,2.8914658,0.5944705,2.5443841,-1.58616891783481,0,0,0,"BM1",3.2336515,0.5378122,1.9904443,-1.78394558560358,20.8181147,23.05648398,6.635371733,0,5.0865841,0.4621518,2.046915,0,0,0,17.35832405,-0.305342705361247,-0.884696413261658,-0.20640410388378,-0.0468080983895582,1,0,0
2007,"SIB","BM1",-4.211833,-2.9579172,-0.6313163,9.52168372,18.85814832,20.26879773,3.938167096,0,4.6542561,0.4538189,15.257423,0,0,0,13.12626491,4.211833,0.6313163,2.9579172,-1.38627589129752,1,0,1,"BM1",2.8914658,0.5944705,2.5443841,-1.58616891783481,16.89539668,27.11932156,4.98928541,0,4.9942303,0.4424974,9.287677,0,0,0,13.10387635,-0.37715618067768,-0.861249304642073,-0.181359715488241,-0.0522358125900546,1,0,0
2008,"SIB","BM4",-5.2393308,-4.095536,-0.7516584,9.746244668,14.72024173,17.30117675,1.774087006,0,3.8333109,0.4565012,16.087857,0,0,0,10.95964197,5.2393308,0.7516584,4.095536,-1.41504598200913,1,0,1,"BM1",4.211833,0.6313163,2.9579172,-1.38627589129752,18.85814832,20.26879773,3.938167096,0,4.6542561,0.4538189,15.257423,0,0,0,13.12626491,-0.426784456526459,-0.853842861901616,-0.120469450582403,-0.0495555883930704,1,0,0
2009,"SIB","BM4",-3.4642423,-3.2560792,-0.6644361,9.92228019,15.62833135,17.74405983,2.177663788,0,3.7568645,0.4452729,15.80152,0,0,0,19.21776943,3.4642423,0.6644361,3.2560792,-1.18897348969069,1,0,1,"BM4",5.2393308,0.7516584,4.095536,-1.41504598200913,14.72024173,17.30117675,1.774087006,0,3.8333109,0.4565012,16.087857,0,0,0,10.95964197,-0.497976479082099,-0.818855215764435,-0.0432365536566861,-0.106222731306237,0,0,0
2010,"SIB","BM4",-1.6397487,-1.8284464,-0.5182776,10.14776792,17.19128676,17.077913,1.321223165,0,2.8757107,0.4847675,16.761267,0,0,0,9.85185482,1.6397487,0.5182776,1.8284464,-0.849644183426641,0,0,0,"BM4",3.4642423,0.6644361,3.2560792,-1.18897348969069,15.62833135,17.74405983,2.177663788,0,3.7568645,0.4452729,15.80152,0,0,0,19.21776943,-0.488881517260648,-0.789030766751038,-0.0796538096282857,-0.20481809230711,0,0,0
2011,"SIB","BM4",-2.1869588,-2.4657839,-0.5809405,10.39880008,17.76676439,17.50219264,1.114973336,0,2.4576713,0.5292333,17.557858,0,0,0,14.91734145,2.1869588,0.5809405,2.4657839,-0.543919008695745,0,0,0,"BM4",1.6397487,0.5182776,1.8284464,-0.849644183426641,17.19128676,17.077913,1.321223165,0,2.8757107,0.4847675,16.761267,0,0,0,9.85185482,-0.45983240467601,-0.844099689469787,-0.0471303044515182,-0.0883414888699907,0,0,0
2012,"SIB","BM1",-2.3862612,-2.077081,-0.5433956,10.60584367,18.600417,16.11520317,0.972584191,0,2.0059934,0.5655886,19.994492,0,0,0,16.81029479,2.3862612,0.5433956,2.077081,-0.32523124681637,0,0,0,"BM4",2.1869588,0.5809405,2.4657839,-0.543919008695745,17.76676439,17.50219264,1.114973336,0,2.4576713,0.5292333,17.557858,0,0,0,14.91734145,-0.4590592757177,-0.826500527212071,-0.0675105447714252,-0.147708932167952,0,0,0
2013,"SIB","BM4",-1.8380783,-2.1246876,-0.5512574,10.81567049,16.5640188,16.0858336,1.355264964,0,1.9324914,0.59575,19.405489,0,0,0,15.5481317,1.8380783,0.5512574,2.1246876,-0.287490036008174,0,0,0,"BM1",2.3862612,0.5433956,2.077081,-0.32523124681637,18.600417,16.11520317,0.972584191,0,2.0059934,0.5655886,19.994492,0,0,0,16.81029479,-0.478379736417283,-0.81103839533564,-0.0746182658610868,-0.15823209652986,1,0,0
2014,"SIB","BM4",-2.2250212,-1.7066879,-0.5099225,10.91483329,16.31461099,16.39986729,1.188415272,0,1.9679271,0.5565467,15.91756,0,0,0,12.21071345,2.2250212,0.5099225,1.7066879,-0.197290072831612,0,0,0,"BM4",1.8380783,0.5512574,2.1246876,-0.287490036008174,16.5640188,16.0858336,1.355264964,0,1.9324914,0.59575,19.405489,0,0,0,15.5481317,-0.545316446227074,-0.769617565435925,-0.0664021150898385,-0.157950897490682,0,0,0
2015,"SIB","BM1",-2.6042268,-1.9890169,-0.5406276,10.98726225,16.4587501,16.96784677,1.705603934,0,1.9016575,0.5502796,8.824988,0,0,0,12.76456995,2.6042268,0.5406276,1.9890169,-0.179773081172896,1,1,0,"BM4",2.2250212,0.5099225,1.7066879,-0.197290072831612,16.31461099,16.39986729,1.188415272,0,1.9679271,0.5565467,15.91756,0,0,0,12.21071345,-0.524353382269764,-0.789896891838765,-0.0509918019179298,-0.148056697893273,0,0,0
2016,"SIB","BM1",-3.1441459,-1.9433514,-0.5345066,11.05839951,16.50592014,18.89571031,3.767379038,0,1.7997567,0.5520921,8.961943276,0,0,0,17.01822923,3.1441459,0.5345066,1.9433514,-0.164364454405793,1,1,0,"BM1",2.6042268,0.5406276,1.9890169,-0.179773081172896,16.4587501,16.96784677,1.705603934,0,1.9016575,0.5502796,8.824988,0,0,0,12.76456995,-0.473497097670611,-0.810731784606571,-0.0500714071759738,-0.184802334670155,1,0,0
2017,"SIB","BM1",-1.7243283,-1.5964207,-0.4981753,11.21602979,15.32686569,17.9257536,2.452746663,0,1.9612216,0.5950394,9.029246075,0,0,0,11.37262567,1.7243283,0.4981753,1.5964207,-0.0450847580438232,1,1,0,"BM1",3.1441459,0.5345066,1.9433514,-0.164364454405793,16.50592014,18.89571031,3.767379038,0,1.7997567,0.5520921,8.961943276,0,0,0,17.01822923,-0.516676298862943,-0.780089008476951,-0.110024665541324,-0.154354042064831,1,0,0
2018,"SIB","BM1",-2.4433163,-1.7818582,-0.5132448,11.32280407,15.77019532,18.80464493,3.593433536,0,1.7225147,0.6107306,6.637004759,0,0,0,11.68440655,2.4433163,0.5132448,1.7818582,0.0253620361417619,1,1,0,"BM1",1.7243283,0.4981753,1.5964207,-0.0450847580438232,15.32686569,17.9257536,2.452746663,0,1.9612216,0.5950394,9.029246075,0,0,0,11.37262567,-0.536394288657512,-0.779625794338562,-0.0580497955081596,-0.15089590779934,1,0,0
2019,"SIB","BM1",-1.8349714,-1.8822286,-0.5237556,11.43257424,17.29022705,19.82091791,4.921230022,0,1.5551894,0.6240579,4.67918161,0,0,0,11.87740137,1.8349714,0.5237556,1.8822286,0.167414915572812,1,1,0,"BM1",2.4433163,0.5132448,1.7818582,0.0253620361417619,15.77019532,18.80464493,3.593433536,0,1.7225147,0.6107306,6.637004759,0,0,0,11.68440655,-0.536906788217097,-0.783445508645494,-0.0773379830631455,-0.121459701463601,1,0,0
2020,"SIB","BM1",-5.7122148,-2.5018761,-0.5901324,11.48280538,17.71530783,19.49718331,4.977976016,0,1.3907981,0.5941583,1.934261578,0,0,0,15.23109725,5.7122148,0.5901324,2.5018761,0.213745810448382,1,0,1,"BM1",1.8349714,0.5237556,1.8822286,0.167414915572812,17.29022705,19.82091791,4.921230022,0,1.5551894,0.6240579,4.67918161,0,0,0,11.87740137,-0.520316456667408,-0.794897922621816,-0.116307294439703,-0.0815495684976364,1,0,0
2021,"SIB","BM1",-1.3393767,-1.7327579,-0.5120731,11.45263575,16.20678807,23.1348874,6.972991531,0,1.4414998,0.5308654,1.097,0,0,0,17.12058205,1.3393767,0.5120731,1.7327579,0.108797344289894,0,0,0,"BM1",5.7122148,0.5901324,2.5018761,0.213745810448382,17.71530783,19.49718331,4.977976016,0,1.3907981,0.5941583,1.934261578,0,0,0,15.23109725,-0.491090421615886,-0.80035238922475,-0.127511064310576,-0.123788797355687,1,0,0
2022,"SIB","BM2",-2.6570834,-1.9329752,-0.5351079,11.51344954,17.09005503,26.58951401,5.901553261,0,1.3188175,0.5188519,0.771318,0,0,0,16.14034872,2.6570834,0.5351079,1.9329752,0.427745612260675,0,0,0,"BM1",1.3393767,0.5120731,1.7327579,0.108797344289894,16.20678807,23.1348874,6.972991531,0,1.4414998,0.5308654,1.097,0,0,0,17.12058205,-0.525304425561341,-0.753932256361574,-0.227017421666979,-0.0932800501958966,1,0,0
2023,"SIB","BM1",-2.7164823,-1.654278,-0.503267,11.58708798,16.13530956,28.80238152,5.143783498,0,1.1264658,0.4806493,12.37259,0,0,0,17.06763758,2.7164823,0.503267,1.654278,0.667720364788956,0,0,0,"BM2",2.6570834,0.5351079,1.9329752,0.427745612260675,17.09005503,26.58951401,5.901553261,0,1.3188175,0.5188519,0.771318,0,0,0,16.14034872,-0.449483963209332,-0.788305600295077,-0.253058495109035,-0.109121269775049,0,1,0
2024,"SIB","BM1",-2.4789093,-1.9849693,-0.5373129,11.67345112,13.30278053,29.42147934,4.501436661,0,1.1190224,0.4689559,13.806768,0,0,0,14.73338494,2.4789093,0.5373129,1.9849693,0.648117744600001,0,0,0,"BM1",2.7164823,0.503267,1.654278,0.667720364788956,16.13530956,28.80238152,5.143783498,0,1.1264658,0.4806493,12.37259,0,0,0,17.06763758,-0.511401047017438,-0.714279042789903,-0.339652956704402,-0.0895984202899585,1,0,0
2006,"SYN*","BM2",-5.7196116,-2.7897629,-0.9178457,11.01988663,21.55434539,31.10784835,3.999887414,0,7.2856811,2.4772416,21.322695,0,0,1,12.68528217,5.7196116,0.9178457,2.7897629,0.25571220966611,0,0,0,"BM2",2.7878229,0.8080403,2.176784,0.0790564849779884,23.70216785,29.07522162,5.165830813,0,8.4647235,2.5193505,19.635599,1,0,0,22.60885732,-0.173827381676711,-0.349943494718944,-0.877765515438642,-0.0365638248198376,0,1,0
2007,"SYN*","BM2",-4.6811885,-3.0938387,-0.9357368,11.39950321,24.61686063,20.8149771,2.952364731,0,4.9800613,2.9156625,22.168063,0,0,1,17.49188833,4.6811885,0.9357368,3.0938387,0.359173144695821,1,0,1,"BM2",5.7196116,0.9178457,2.7897629,0.25571220966611,21.55434539,31.10784835,3.999887414,0,7.2856811,2.4772416,21.322695,1,0,0,12.68528217,-0.264487863761037,-0.51328028659209,-0.760551585632018,-0.0298666274276418,0,1,0
2008,"SYN*","BM2",-4.6936705,-4.4170976,-1.1578528,11.58181961,24.96413916,16.99040342,2.71331503,0,4.121984,2.8665373,21.420919,0,0,1,16.50149376,4.6936705,1.1578528,4.4170976,0.425586088678249,1,0,1,"BM2",4.6811885,0.9357368,3.0938387,0.359173144695821,24.61686063,20.8149771,2.952364731,0,4.9800613,2.9156625,22.168063,1,0,0,17.49188833,-0.345920409481243,-0.652873763639886,-0.590590469998337,-0.0655179273559683,0,1,0
2009,"SYN*","BM2",-3.9663067,-3.382316,-0.8666211,11.77725445,25.99903412,17.1548435,1.932891965,0,3.1602996,2.8520651,19.627503,0,0,1,16.96528613,3.9663067,0.8666211,3.382316,0.719675555248251,1,0,1,"BM2",4.6936705,1.1578528,4.4170976,0.425586088678249,24.96413916,16.99040342,2.71331503,0,4.121984,2.8665373,21.420919,1,0,0,16.50149376,-0.395278003803248,-0.719851434131002,-0.465156670474566,-0.0722979425537407,0,1,0
2010,"SYN*","BM4",-3.0032501,-2.0206574,-0.7472712,11.84259568,24.71116457,18.13318652,2.426889968,0,2.9557415,2.4652997,15.292147,0,0,1,14.84342526,3.0032501,0.7472712,2.0206574,0.773062516775503,0,0,0,"BM2",3.9663067,0.8666211,3.382316,0.719675555248251,25.99903412,17.1548435,1.932891965,0,3.1602996,2.8520651,19.627503,1,0,0,16.96528613,-0.351972985841742,-0.755484140757777,-0.437016327376215,-0.094593060597817,0,1,0
2011,"SYN*","BM3",-3.6738385,-2.7210966,-0.9270798,11.9610591,22.20143681,20.60574936,2.65456539,0,2.8084814,2.4145142,16.531861,0,0,1,18.12658215,3.6738385,0.9270798,2.7210966,0.828946498677851,0,0,0,"BM4",3.0032501,0.7472712,2.0206574,0.773062516775503,24.71116457,18.13318652,2.426889968,0,2.9557415,2.4652997,15.292147,1,0,0,14.84342526,-0.352552759910088,-0.779626235665308,-0.394205401859292,-0.0928337881279461,0,0,0
2012,"SYN*","BM3",-4.3936784,-2.3690837,-0.9205065,12.11433046,20.18194553,17.21780402,2.749535165,0,2.695207,2.4473521,16.323574,0,0,1,21.31370787,4.3936784,0.9205065,2.3690837,0.701742027818905,0,0,0,"BM3",3.6738385,0.9270798,2.7210966,0.828946498677851,22.20143681,20.60574936,2.65456539,0,2.8084814,2.4145142,16.531861,1,0,0,18.12658215,-0.378431823818164,-0.70314661775591,-0.479513606691338,-0.133637092929319,0,0,1
2013,"SYN*","BM3",-3.3857309,-2.441119,-0.9505772,12.2789621,20.40748998,17.37535263,1.993337828,0,2.2225381,2.494804,20.471567,0,0,1,20.3394421,3.3857309,0.9505772,2.441119,0.946875908296376,0,0,0,"BM3",4.3936784,0.9205065,2.3690837,0.701742027818905,20.18194553,17.21780402,2.749535165,0,2.695207,2.4473521,16.323574,1,0,0,21.31370787,-0.461885418487187,-0.668632437331464,-0.401595927647599,-0.223279691578564,0,0,1
2014,"SYN*","BM3",-3.9707775,-2.023141,-0.8950937,12.43663451,21.26454975,16.55410613,2.616376683,0,2.1734211,2.4884449,15.290746,0,0,1,18.8700192,3.9707775,0.8950937,2.023141,1.05058694506579,0,0,0,"BM3",3.3857309,0.9505772,2.441119,0.946875908296376,20.40748998,17.37535263,1.993337828,0,2.2225381,2.494804,20.471567,1,0,0,20.3394421,-0.479724712124393,-0.664736411891471,-0.397588720638395,-0.207888368534263,0,0,1
2015,"SYN*","BM3",-4.8872876,-2.2686217,-0.9127439,12.62193436,23.21314416,15.26926311,3.130349298,0,2.0721432,2.7071495,12.230917,0,0,1,21.24683445,4.8872876,0.9127439,2.2686217,1.19806320295093,1,1,0,"BM3",3.9707775,0.8950937,2.023141,1.05058694506579,21.26454975,16.55410613,2.616376683,0,2.1734211,2.4884449,15.290746,1,0,0,18.8700192,-0.464523637400057,-0.694625126522965,-0.377372566876879,-0.190470082299489,0,0,1
2016,"SYN*","BM3",-2.8434342,-2.1596904,-0.8651154,12.63774936,24.96092714,20.39219415,6.700028535,0,2.0465192,2.5933259,-12.94248312,0,0,1,19.76140409,2.8434342,0.8651154,2.1596904,1.13586890145486,1,1,0,"BM3",4.8872876,0.9127439,2.2686217,1.19806320295093,23.21314416,15.26926311,3.130349298,0,2.0721432,2.7071495,12.230917,1,0,0,21.24683445,-0.427548388162327,-0.683397908827772,-0.4272251966835,-0.204109375811673,0,0,1
2017,"SYN*","BM3",-2.7385332,-1.7396259,-0.8011172,12.60844409,21.08499105,20.78566758,8.504253031,0,2.5141094,2.3449766,2.706787599,0,0,1,18.71582446,2.7385332,0.8011172,1.7396259,0.944812669892926,1,1,0,"BM3",2.8434342,0.8651154,2.1596904,1.13586890145486,24.96092714,20.39219415,6.700028535,0,2.0465192,2.5933259,-12.94248312,1,0,0,19.76140409,-0.248268516718197,-0.719199523162793,-0.538675441737327,-0.151826730215622,0,0,1
2018,"SYN*","BM3",-1.5585144,-1.9468509,-0.8076465,12.68842822,21.68258727,22.35008675,11.53304575,0,3.5740239,2.3128369,-22.13031775,0,0,1,16.39160048,1.5585144,0.8076465,1.9468509,0.767625398962642,1,1,0,"BM3",2.7385332,0.8011172,1.7396259,0.944812669892926,21.08499105,20.78566758,8.504253031,0,2.5141094,2.3449766,2.706787599,1,0,0,18.71582446,-0.377802655653164,-0.524353288757117,-0.694097626034419,-0.0447952894597196,0,0,1
2019,"SYN*","BM2",-2.3472095,-2.0260533,-0.7987433,12.64844445,18.78544083,25.27634458,11.36564567,0,5.6166904,2.0167934,-16.42734325,0,1,1,23.20041151,2.3472095,0.7987433,2.0260533,0.816209557540959,1,1,0,"BM3",1.5585144,0.8076465,1.9468509,0.767625398962642,21.68258727,22.35008675,11.53304575,0,3.5740239,2.3128369,-22.13031775,1,0,0,16.39160048,-0.290215221337279,-0.589622923446841,-0.686953988098187,-0.0503812450238969,0,0,1
2020,"SYN*","BM2",-9.0565324,-2.198433,-0.8095869,12.69688798,26.16754041,27.01983783,12.04356698,0,7.136316,2.0126577,-24.79148553,0,1,1,24.26441641,9.0565324,0.8095869,2.198433,1.33219110501496,1,0,1,"BM2",2.3472095,0.7987433,2.0260533,0.816209557540959,18.78544083,25.27634458,11.36564567,0,5.6166904,2.0167934,-16.42734325,1,0,1,23.20041151,-0.211907601985055,-0.097273175915826,-0.947215602127329,-0.0000138155243734886,0,1,0
2023,"TMB","BM1",-1.0928943,-1.4911542,-0.3909349,10.96639262,8.356304629,24.42371961,1.387521882,0,1.0415582,0.2505029,16.784975,0,0,0,29.86101635,1.0928943,0.3909349,1.4911542,-0.295899485825907,0,0,0,"BM1",2.5448506,0.4281076,1.6836931,-0.326524097578421,9.906558781,23.91319653,1.691706543,0,1.2221645,0.2615333,16.577945,0,0,0,29.1894776,-0.458219341928035,-0.535181916600607,-0.109084846514429,-0.614547868511073,1,0,0
2024,"TMB","BM1",-0.5644905,-1.3788546,-0.303098,11.0276451,7.77059567,23.92308567,1.438705825,0,0.8759366,0.2278289,14.438587,0,0,0,31.31106838,0.5644905,0.303098,1.3788546,-0.309861427809461,0,0,0,"BM1",1.0928943,0.3909349,1.4911542,-0.295899485825907,8.356304629,24.42371961,1.387521882,0,1.0415582,0.2505029,16.784975,0,0,0,29.86101635,-0.435168150870236,-0.46699475276221,-0.089206945574205,-0.689851629351022,1,0,0
2006,"UBI","BM4",-6.4185178,-2.5534828,-0.8006694,11.39780682,19.55308545,22.05694353,3.839484109,0,4.9670955,3.4228727,16.523113,0,0,1,13.6016907,6.4185178,0.8006694,2.5534828,-0.15861081564163,0,0,0,"BM4",3.3296432,0.7017697,2.0577969,-0.357514676502397,20.034468,21.9231489,5.007432566,0,5.2556302,3.3648213,21.459468,1,0,0,20.11689914,-0.422255974369158,-0.5373451761674,-0.652605174275863,-0.0595622061508315,0,0,0
2007,"UBI","BM4",-6.1320813,-2.8124807,-0.7991152,11.53935195,19.78429352,18.29200474,2.942285337,0,3.8433144,3.1584065,17.344784,0,0,1,12.47594088,6.1320813,0.7991152,2.8124807,-0.0316464971555569,1,0,1,"BM4",6.4185178,0.8006694,2.5534828,-0.15861081564163,19.55308545,22.05694353,3.839484109,0,4.9670955,3.4228727,16.523113,1,0,0,13.6016907,-0.463375534024662,-0.673796851606607,-0.46782625596399,-0.0750759787217333,0,0,0
